Region, Date_x, Frequency_x, Estimated Unemployment Rate (%)_x, Estimated Employed_x, Estimated Labour Participation Rate (%)_x,Area, Date_y, Frequency_y, Estimated Unemployment Rate (%)_y, Estimated Employed_y, Estimated Labour Participation Rate (%)_y,Region.1,longitude,latitude
Goa, 31-12-2019, Monthly,3.54,177155.0,38.7,Rural, 30-06-2020, M,9.96,489111,42.21,West,15.2993,74.124
Goa, 31-12-2019, Monthly,3.54,177155.0,38.7,Rural, 31-07-2020, M,17.07,458876,42.94,West,15.2993,74.124
Goa, 31-12-2019, Monthly,3.54,177155.0,38.7,Rural, 31-08-2020, M,16.21,473016,43.76,West,15.2993,74.124
Goa, 31-12-2019, Monthly,3.54,177155.0,38.7,Rural, 30-09-2020, M,15.38,425004,38.89,West,15.2993,74.124
Goa, 31-12-2019, Monthly,3.54,177155.0,38.7,Rural, 31-10-2020, M,11.54,392304,34.3,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 31-01-2020, M,8.89,416750,35.73,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 29-02-2020, M,2.81,478068,38.38,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 31-03-2020, M,5.25,411761,33.88,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 30-04-2020, M,13.31,500614,44.97,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 31-05-2020, M,21.25,378244,37.36,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 30-06-2020, M,9.96,489111,42.21,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 31-07-2020, M,17.07,458876,42.94,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 31-08-2020, M,16.21,473016,43.76,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 30-09-2020, M,15.38,425004,38.89,West,15.2993,74.124
Goa, 31-01-2020, Monthly,5.38,158936.0,35.36,Rural, 31-10-2020, M,11.54,392304,34.3,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 31-01-2020, M,8.89,416750,35.73,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 29-02-2020, M,2.81,478068,38.38,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 31-03-2020, M,5.25,411761,33.88,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 30-04-2020, M,13.31,500614,44.97,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 31-05-2020, M,21.25,378244,37.36,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 30-06-2020, M,9.96,489111,42.21,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 31-07-2020, M,17.07,458876,42.94,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 31-08-2020, M,16.21,473016,43.76,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 30-09-2020, M,15.38,425004,38.89,West,15.2993,74.124
Goa, 29-02-2020, Monthly,0.0,171672.0,36.11,Rural, 31-10-2020, M,11.54,392304,34.3,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 31-01-2020, M,8.89,416750,35.73,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 29-02-2020, M,2.81,478068,38.38,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 31-03-2020, M,5.25,411761,33.88,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 30-04-2020, M,13.31,500614,44.97,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 31-05-2020, M,21.25,378244,37.36,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 30-06-2020, M,9.96,489111,42.21,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 31-07-2020, M,17.07,458876,42.94,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 31-08-2020, M,16.21,473016,43.76,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 30-09-2020, M,15.38,425004,38.89,West,15.2993,74.124
Goa, 30-04-2020, Monthly,15.91,181657.0,45.36,Rural, 31-10-2020, M,11.54,392304,34.3,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 31-01-2020, M,8.89,416750,35.73,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 29-02-2020, M,2.81,478068,38.38,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 31-03-2020, M,5.25,411761,33.88,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 30-04-2020, M,13.31,500614,44.97,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 31-05-2020, M,21.25,378244,37.36,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 30-06-2020, M,9.96,489111,42.21,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 31-07-2020, M,17.07,458876,42.94,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 31-08-2020, M,16.21,473016,43.76,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 30-09-2020, M,15.38,425004,38.89,West,15.2993,74.124
Goa, 31-05-2020, Monthly,20.0,128538.0,33.71,Rural, 31-10-2020, M,11.54,392304,34.3,West,15.2993,74.124
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-05-2019, Monthly,2.88,13954728.0,52.03,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 30-06-2019, Monthly,4.77,13199281.0,50.12,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-07-2019, Monthly,4.58,14327083.0,54.21,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-08-2019, Monthly,3.7,13507342.0,50.57,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 30-09-2019, Monthly,6.29,13280783.0,51.01,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-10-2019, Monthly,4.91,13828512.0,52.27,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 30-11-2019, Monthly,4.68,14487815.0,54.55,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-12-2019, Monthly,3.46,13877825.0,51.51,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-01-2020, Monthly,5.35,14301844.0,54.07,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 29-02-2020, Monthly,6.64,13973042.0,53.48,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-03-2020, Monthly,7.59,13483615.0,52.06,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 30-04-2020, Monthly,12.0,8587594.0,34.77,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 31-05-2020, Monthly,14.58,11121124.0,46.31,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 31-01-2020, M,5.54,24126346,48.49,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 29-02-2020, M,6.38,24757795,50.11,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 31-03-2020, M,6.66,23566641,47.75,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 30-04-2020, M,18.71,15288878,35.5,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 31-05-2020, M,12.11,17836936,38.23,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 30-06-2020, M,3.2,23657055,45.96,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 31-07-2020, M,1.84,24276120,46.41,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 31-08-2020, M,1.87,22817232,43.55,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 30-09-2020, M,3.42,25010199,48.41,West,22.2587,71.1924
Gujarat, 30-06-2020, Monthly,1.41,13243922.0,47.72,Rural, 31-10-2020, M,4.03,25970259,50.49,West,22.2587,71.1924
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 31-01-2020, M,20.34,7693231,43.36,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 29-02-2020, M,25.77,7322942,44.21,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 31-03-2020, M,25.05,6641555,39.63,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 30-04-2020, M,43.22,5647630,44.38,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 31-05-2020, M,29.02,6437868,40.39,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 30-06-2020, M,26.7,6951934,42.14,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 31-07-2020, M,24.18,6800652,39.77,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 31-08-2020, M,33.5,7113788,47.32,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 30-09-2020, M,19.68,7132439,39.2,North,29.0588,76.0856
Haryana, 31-05-2019, Monthly,14.54,5249186.0,45.12,Rural, 31-10-2020, M,27.31,6698551,40.6,North,29.0588,76.0856
Haryana, 30-06-2019, Monthly,23.08,4745178.0,45.23,Rural, 31-01-2020, M,20.34,7693231,43.36,North,29.0588,76.0856
Haryana, 30-06-2019, Monthly,23.08,4745178.0,45.23,Rural, 29-02-2020, M,25.77,7322942,44.21,North,29.0588,76.0856
Haryana, 30-06-2019, Monthly,23.08,4745178.0,45.23,Rural, 31-03-2020, M,25.05,6641555,39.63,North,29.0588,76.0856
